STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,DEWP_ATTRIBUTES,FRSHTT,FRSHTT_ATTRIBUTES,GUST,GUST_ATTRIBUTES,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,MXSPD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,SNDP_ATTRIBUTES,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/10/19,38.3,24,0,,21,,95,*,66.2,*,15,,0,I,9999.9,0,999.9,,919.4,24,80.2,24,10,24,6,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,7/10/19,36.3,11,0,,15.9,,102,*,71.6,*,12,,0,I,9999.9,0,999.9,,936,11,91.2,11,10,11,7.1,11
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/10/19,40.6,24,0,,24.1,,98.4, ,60.6, ,18.1,,0,I,1014.3,24,999.9,,934.8,24,79,24,50.8,24,8.3,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/10/19,41.4,24,0,,19,,82.4,*,51.8,*,15,,0,I,9999.9,0,999.9,,882.4,24,68.1,24,10,24,6.9,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/10/19,47.9,24,0,,999.9,,93.9, ,64, ,11.1,,0,G,1015.2,24,999.9,,998,24,80,24,10,24,5.2,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/9/19,35.2,24,0,,28.9,,89.6,*,68,*,26,,0,I,9999.9,0,999.9,,917.1,24,77.9,24,10,24,12.8,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/9/19,40.5,23,0,,29.9,,93.2,*,63.9,*,24.1,,0,I,1012.3,22,999.9,,932.8,23,76.6,23,44.8,23,11.9,23
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/9/19,37,24,0,,20,,80.6,*,53.6,*,15.9,,0,I,9999.9,0,999.9,,880.3,24,66.9,24,10,24,9.3,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/9/19,46,24,0,,999.9,,93, ,64, ,11.1,,0,G,1013.6,24,999.9,,996.3,24,78.7,24,10,24,5,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/8/19,38.5,24,0,,29.9,,87.8,*,69.8,*,22.9,,0,I,9999.9,0,999.9,,915.1,24,78.7,24,10,24,13.8,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/8/19,44.5,23,0,,29.9,,92.3, ,61.5, ,22.9,,0,I,1010.1,23,999.9,,930.7,23,75.2,23,36.1,23,15.9,23
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/8/19,38.7,24,0,,22.9,,77,*,57.2,*,17.1,,0,I,9999.9,0,999.9,,878.5,24,67.9,24,10,24,12.1,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/8/19,44.3,24,0,,999.9,,95, ,66, ,13,,0,G,1011.3,24,999.9,,994.1,24,79.9,24,9.8,24,6.4,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/7/19,39,24,0,,38.1,,93.2,*,71.6,*,24.1,,0,I,9999.9,0,999.9,,915.6,24,82.3,24,10,24,15.2,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/7/19,40.9,24,0,,28.9,,97.5, ,63.5, ,22.9,,0,I,1010,24,999.9,,931,24,79.5,24,10,24,15.3,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/7/19,39.6,24,0,,22,,82.4,*,57.2,*,17.1,,0,I,9999.9,0,999.9,,879,24,71.1,24,10,24,9.1,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/7/19,44.6,24,0,,18.1,,100, ,71.1, ,13,,0,G,1010.4,24,999.9,,993.3,24,84.4,24,10,24,5.4,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/7/19,41.4,19,0,,22.9,,98.6, ,57.9, ,19,,0,I,1010.4,19,999.9,,932.4,19,77.3,19,9.3,19,11.3,19
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/6/19,42.3,24,0,,28,,95,*,71.6,*,21,,0,I,9999.9,0,999.9,,917.8,24,82.3,24,10,24,11,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/6/19,39.7,24,0,,25.1,,97.5, ,63.5, ,21,,0,I,1012.5,20,999.9,,933,24,80.7,24,18.3,24,9.4,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/6/19,45,21,0,,18.1,,82.4,*,55.4,*,14,,0,I,9999.9,0,999.9,,881.3,21,68.4,21,10,20,6.3,21
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/6/19,47.7,24,0,,999.9,,100, ,70, ,12,,0,G,1012.8,24,999.9,,995.7,24,85.2,24,10,24,5.5,23
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/6/19,38.9,24,0,,20,,98.6, ,53.1, ,18.1,,0,I,1012.6,21,999.9,,934.2,24,80.3,24,8.6,24,6.8,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/5/19,37,24,0,,34,,93.2,*,69.8,*,25.1,,0,I,9999.9,0,999.9,,916.4,24,79.8,24,10,24,11.7,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/5/19,31.6,12,0,,999.9,,95.9,*,53.4,*,8,,0,I,9999.9,0,999.9,,933.2,11,82.4,12,61.7,12,3.2,12
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/5/19,39.3,24,0,,22.9,,80.6,*,55.4,*,15.9,,0,I,9999.9,0,999.9,,880.1,24,67.4,24,10,24,8.1,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/5/19,45.7,24,0,,999.9,,96.1, ,66, ,9.9,,0,G,1012.3,24,999.9,,995.1,24,82.2,24,9.9,24,4.1,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/5/19,34.3,16,0,,25.1,,97.5, ,53.1, ,20,,0,I,1012.2,11,999.9,,933.5,16,77.4,16,8.6,16,5,16
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/4/19,33.9,24,0,,39,,89.6,*,69.8,*,28,,0,I,9999.9,0,999.9,,913.5,24,78.6,24,10,24,15.7,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,7/4/19,34.1,19,0,,21,,100, ,62.1, ,17.1,,0,G,1006.2,19,999.9,,927.8,19,77.9,19,10,19,6.5,19
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/4/19,38.8,17,0,,24.1,,88.9,*,64.6,*,20,,0,I,1007.6,13,999.9,,928.7,13,73.2,17,21.8,17,14.4,17
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/4/19,36.7,24,0,,22.9,,77,*,55.4,*,18.1,,0,I,9999.9,0,999.9,,877.5,24,67.1,24,10,24,12.1,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/4/19,44.4,24,0,,15,,93, ,64.9, ,9.9,,0,G,1010.3,24,999.9,,993.1,24,80,24,10,24,5.3,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/4/19,34,18,0,,25.1,,95,*,64.9,*,20,,0,I,1007.9,18,999.9,,930,18,75.5,18,9.2,18,11.3,18
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/3/19,31.9,24,0,,44.1,,87.8,*,69.8,*,33,,0,I,9999.9,0,999.9,,913,24,79.2,24,10,24,19.9,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,7/3/19,32.6,24,0,,22.9,,100.9, ,62.1, ,15.9,,0,G,1005.3,24,999.9,,927.2,24,83.1,24,10,24,6.1,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/3/19,32.9,24,0,,32.1,,93.2,*,64.4,*,22.9,,0,I,1007.5,23,999.9,,928.6,24,78.7,24,50.8,24,16.4,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/3/19,35.3,24,0,,26,,75.2,*,50,*,20,,0,I,9999.9,0,999.9,,877.4,24,66.6,24,10,24,13,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/3/19,41.8,24,0,,15,,93, ,64.9, ,11.1,,0,G,1010.3,24,999.9,,993.1,24,79.9,24,10,24,5.3,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/3/19,31.5,22,0,,25.1,,93.7, ,63.1, ,19,,0,I,1007.3,19,999.9,,929.6,22,79.9,22,9.3,22,13.4,22
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/2/19,34.5,24,0,,42.9,,87.8,*,71.6,*,34,,0,I,9999.9,0,999.9,,915,24,79.3,24,10,24,21.9,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,7/2/19,32.9,24,0,,22.9,,102, ,63, ,15,,0,G,1007.8,24,999.9,,929.4,24,84,24,10,24,6.2,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/2/19,32.8,24,0,,34,,96.4, ,64.4, ,22.9,,0,I,1009.6,24,999.9,,930.6,24,80.2,24,56.7,24,15.8,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/2/19,37.3,24,0,,29.9,,75.2,*,53.6,*,20,,0,I,9999.9,0,999.9,,879.5,24,67.3,24,10,24,12.3,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/2/19,42.5,24,0,,17.1,,93, ,64.9, ,11.1,,0,G,1012.6,24,999.9,,995.3,24,80.4,24,10,24,6.7,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/2/19,32.9,24,0,,29.9,,97.2, ,63.1, ,22.9,,0,I,1009.6,24,999.9,,931.6,24,80.5,24,9.3,24,12.9,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,7/1/19,38.7,24,0,,36.9,,89.6,*,68,*,27,,0,I,9999.9,0,999.9,,917.5,24,79.9,24,10,24,14.1,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,7/1/19,34,24,0,,27,,102, ,63, ,20,,0,G,1010.5,24,999.9,,932,24,83.9,24,10,24,8,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,7/1/19,32.6,21,0,,26,,96.8,*,64.9,*,22,,0,I,1012,21,999.9,,932.8,20,78.8,21,54.3,21,13.3,21
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,7/1/19,39.7,24,0,,25.1,,77,*,53.6,*,18.1,,0,I,9999.9,0,999.9,,881.1,24,67.7,24,10,24,10.4,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,7/1/19,45.6,24,0,,15.9,,96.1, ,64.9, ,11.1,,0,G,1014.1,24,999.9,,996.9,24,80,24,10,24,5.6,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,7/1/19,34.9,22,0,,26,,97.2, ,61.9, ,17.1,,0,I,1012,22,999.9,,933.9,22,80.3,22,9.1,22,9.7,22
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/30/19,38.2,24,0,,22,,93.2,*,68,*,18.1,,0,I,9999.9,0,999.9,,918.2,23,79.3,24,10,24,11.7,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/30/19,29.5,24,0,,26,,100, ,57.9, ,18.1,,0,G,1011.6,23,999.9,,932.9,24,84.6,24,10,24,9.4,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/30/19,26.5,22,0,,26,,94.3,*,65.8,*,21,,0,I,1013.1,22,999.9,,933.7,22,78.4,22,17.3,22,13.5,22
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/30/19,40.4,24,0,,20,,80.6,*,51.8,*,14,,0,I,9999.9,0,999.9,,881.2,23,67.4,24,10,24,8.4,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/30/19,44.3,24,0,,15,,96.1, ,64, ,13,,0,G,1014,24,999.9,,996.8,24,80.6,24,10,24,6.3,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/30/19,30.6,24,0,,26,,96.6, ,57.7, ,20,,0,I,1013,24,999.9,,934.7,23,80.3,24,8.1,24,12,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/29/19,36.9,24,0,,27,,91.4,*,57.2,*,21,,0,I,9999.9,0,999.9,,918,24,75.7,24,10,24,10.1,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/29/19,29.1,24,0,,26,,100, ,57.9, ,18.1,,0,G,1012.2,24,999.9,,933.3,24,80.5,24,10,24,7.4,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/29/19,30.9,24,0,,29.9,,93.9, ,57.7, ,24.1,,0,I,1013,24,999.9,,933.5,23,76.5,24,61.3,24,11.4,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/29/19,42.9,24,0,,22,,78.8,*,46.4,*,15.9,,0,I,9999.9,0,999.9,,880.8,24,63.7,24,10,24,8,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/29/19,47,24,0,,999.9,,91.9, ,61, ,11.1,,0,G,1014.5,24,999.9,,997.2,24,77.4,24,9.8,24,5.3,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/29/19,34.9,24,0,,26,,95, ,54.7, ,20,,0,I,1013.2,24,999.9,,934.6,23,76.3,24,8.1,24,10.1,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/28/19,40,24,0,,25.1,,89.6,*,59,*,20,,0,I,9999.9,0,999.9,,917.4,24,74.5,24,10,24,9.8,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/28/19,30.5,24,0,,25.1,,98.1, ,61, ,18.1,,0,G,1011.2,24,999.9,,932.4,24,80.3,24,10,24,10.6,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/28/19,36.6,22,0,,27,,91.9, ,58.5, ,21,,0,I,1012.4,24,999.9,,932.9,24,75.5,24,67.1,24,12.4,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/28/19,44.2,24,0,,19,,75.2,*,46.4,*,15.9,,0,I,9999.9,0,999.9,,880.4,24,61.5,24,10,24,8.2,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/28/19,48.1,24,0,,999.9,,89.1, ,60.1, ,9.9,,0,G,1014.8,24,999.9,,997.4,24,74.5,24,10,24,6,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/28/19,35.4,24,0,,25.1,,93.2, ,54.7, ,18.1,,0,I,1012.5,24,999.9,,934,24,75.6,24,8.7,24,9.1,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/27/19,39,24,0,,31.1,,87.8,*,64.4,*,22.9,,0,I,9999.9,0,999.9,,917,24,75.3,24,10,24,12.6,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/27/19,31.5,24,0,,26,,97, ,64, ,20,,0,G,1009.8,24,999.9,,931.2,24,82.3,24,10,24,11.9,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/27/19,39.6,24,0,,31.1,,90.7, ,60.1, ,24.1,,0,I,1011.9,24,999.9,,932.5,24,75.3,24,56.3,24,11.9,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/27/19,42.5,24,0,,25.1,,73.4,*,48.2,*,19,,0,I,9999.9,0,999.9,,880,24,62.6,24,10,24,11.3,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/27/19,46.8,24,0,,17.1,,90, ,60.1, ,11.1,,0,G,1014.7,24,999.9,,997.3,24,74.1,24,10,24,5.9,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/27/19,37.8,24,0,,24.1,,91.9, ,60.8, ,18.1,,0,I,1011.9,24,999.9,,933.5,24,77.2,24,9,24,10.1,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/26/19,39.7,24,0,,27,,89.6,*,66.2,*,20,,0,I,9999.9,0,999.9,,914.1,24,78.4,24,10,24,13.8,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/26/19,33.9,24,0,,27,,100, ,64, ,19,,0,G,1006.8,24,999.9,,928.5,24,83,24,10,24,9.1,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/26/19,41.6,24,0,,29.9,,93.4, ,62.1, ,22.9,,0,I,1008.8,24,999.9,,929.6,24,76.3,24,43.3,24,14.2,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/26/19,39.7,23,0,,25.1,,78.8,*,51.8,*,20,,0,I,9999.9,0,999.9,,877.3,23,67.1,23,10,22,12,23
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/26/19,45,24,0,,20,,98.1, ,68, ,15,,0,G,1010.2,24,999.9,,993,24,79.9,24,9.7,24,7,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/26/19,42.1,24,0,,27,,94.1, ,60.8, ,21,,0,I,1008.8,24,999.9,,930.7,24,76.9,24,9,24,12.8,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/25/19,39.9,24,0,,25.1,,91.4,*,71.6,*,19,,0,I,9999.9,0,999.9,,912.7,24,82.1,24,10,24,13.5,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/25/19,38.4,24,0,,28,,100.9, ,63, ,19,,0,G,1005.5,24,999.9,,927.4,24,84.8,24,10,24,8.4,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/25/19,41.7,23,0,,31.1,,96.3, ,64.2, ,25.1,,0,I,1006.7,23,999.9,,928,23,80.2,23,53.5,23,14.3,23
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/25/19,40.4,24,0,,24.1,,82.4,*,57.2,*,18.1,,0,I,9999.9,0,999.9,,876.1,24,71.2,24,10,23,9.3,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/25/19,45,24,0,,19,,100, ,69.1, ,15,,0,G,1007.2,24,999.9,,990.1,24,84.7,24,10,24,5.6,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/25/19,41.6,23,0,,27,,98.1, ,61.2, ,22,,0,I,1006.8,23,999.9,,929,23,80.1,23,9,23,12.9,23
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/24/19,39.1,24,0,,32.1,,95,*,73.4,*,21,,0,I,9999.9,0,999.9,,915.2,24,82.9,24,10,24,11.2,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/24/19,33.6,24,0,,19,,100.9, ,61, ,12,,0,G,1008.8,24,999.9,,930.4,24,84,24,10,24,6.1,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/24/19,34.9,24,0,,27,,96.8,*,64.4,*,21,,0,I,1009.5,24,999.9,,930.5,24,81,24,40,24,10.5,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/24/19,40.8,23,0,,20,,82.4,*,57.2,*,15,,0,I,9999.9,0,999.9,,878.6,23,71.1,23,10,23,8.8,23
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/24/19,44.3,24,0,,19,,100, ,69.1, ,12,,0,G,1009.8,24,999.9,,992.7,24,85.5,24,10,24,4.7,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/24/19,35.7,24,0,,22,,98.1, ,55.9, ,17.1,,0,I,1009.8,24,999.9,,931.7,24,80.5,24,8.4,24,7.8,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/23/19,36.4,24,0,,24.1,,93.2,*,64.4,*,19,,0,I,9999.9,0,999.9,,917.6,24,78.4,24,10,24,7.3,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/23/19,29.4,24,0,,15.9,,97, ,61, ,8,,0,G,1012.6,23,999.9,,933.7,24,80.7,24,10,24,4.8,23
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/23/19,32,23,0,,32.1,,95, ,57.4, ,15,,0,I,1012.3,23,999.9,,932.9,23,79,23,10,23,4.2,23
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/23/19,40.5,23,0,,18.1,,82.4,*,46.4,*,14,,0,I,9999.9,0,999.9,,880.5,22,65.8,23,10,23,5.9,22
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/23/19,44.2,24,0,,999.9,,98.1, ,66.9, ,12,,0,G,1012.3,24,999.9,,995.1,24,83,24,10,24,5.6,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/23/19,32.6,23,0,,14,,95.7, ,55.9, ,9.9,,0,I,1012.6,23,999.9,,934.1,23,78,23,8.5,23,3.8,23
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/22/19,39.6,24,0,,49,,87.8,*,60.8,*,40,,0,I,9999.9,0,999.9,,914.2,24,73.5,24,10,24,15.6,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/22/19,33.2,20,0,,999.9,,95, ,64, ,13,,0,G,1008.8,15,999.9,,930.1,20,81.3,20,10,20,6.2,19
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/22/19,39.5,24,0,,32.1,,90.5, ,57.4, ,25.1,,0,I,1010,23,999.9,,930.4,24,71.9,24,13.8,24,9.5,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/22/19,40.6,20,0,,28,,77,*,55.4,*,22,,0,I,9999.9,0,999.9,,877.8,20,66.1,20,10,20,8.6,19
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/22/19,48.2,24,0,,18.1,,93, ,64.9, ,14,,0,G,1010.8,24,999.9,,993.6,24,78.9,24,10,24,6.8,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/22/19,39.3,24,0,,28.9,,90.5, ,56.3, ,19,,0,I,1010,23,999.9,,931.5,24,72.6,24,9,24,8.5,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/21/19,47.2,24,0,,48,,87.8,*,64.4,*,35.9,,0,I,9999.9,0,999.9,,911.5,24,75.1,24,10,24,22.2,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/21/19,40.4,20,0,,35,,104, ,70, ,22.9,,0,G,1002.7,16,999.9,,924.9,20,85.4,20,10,19,11.2,19
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/21/19,46.8,24,0,,34,,90.7, ,59.5, ,26,,0,I,1006.2,24,999.9,,927,24,72.2,24,41.7,24,20.9,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/21/19,46.6,23,0,,34,,77,*,53.6,*,26,,0,I,9999.9,0,999.9,,874.9,22,64.3,23,10,23,17.1,22
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/21/19,50.8,24,0,,999.9,,96.1, ,64.9, ,20,,0,G,1008.8,24,999.9,,991.6,24,76.2,24,10,24,9.1,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/21/19,48.2,24,0,,34,,92.1, ,59.5, ,27,,0,I,1006.1,24,999.9,,928,24,72.5,24,8.3,24,18.5,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/20/19,48.7,24,0,,42.9,,95,*,77,*,28.9,,0,I,9999.9,0,999.9,,913.1,24,85,24,10,24,17.7,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/20/19,42.2,24,0,,32.1,,107.1, ,68, ,19,,0,G,1004.4,24,999.9,,926.8,24,92,24,10,23,8.4,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/20/19,48.4,24,0,,36.9,,103.3, ,67.3, ,31.1,,0,I,1007.6,24,999.9,,928.8,24,80,24,42.5,24,19.4,24
74917100479,"TEHACHAPI MUNICIPAL AIRPORT, CA US",35.1349,-118.4393,1219.5,6/20/19,50.5,24,0,,33,,84.2,*,59,*,26,,0,I,9999.9,0,999.9,,877.4,24,73.4,24,10,24,12.8,24
72384023155,"BAKERSFIELD AIRPORT, CA US",35.4344,-119.0542,149,6/20/19,54.7,24,0,,999.9,,102.9, ,73.9, ,20,,0,G,1008.4,24,999.9,,991.4,24,86.5,24,10,24,8,24
72317153144,"EDWARDS AFB NORTH AUXILIARY AIRFIELD, CA US",34.98833,-117.86472,695.9,6/20/19,49.7,24,0,,31.1,,103.6, ,67.6, ,25.1,,0,I,1007.4,23,999.9,,929.7,24,81.5,24,7.3,24,16.8,24
72295303183,"MOJAVE AIRPORT, CA US",35.06667,-118.15,849.5,6/19/19,50,24,0,,31.1,,100.4,*,77,*,26,,0,I,9999.9,0,999.9,,915.4,24,87.2,24,10,24,13.5,24
74612093104,"CHINA LAKE NAF, CA US",35.6875,-117.6931,679.7,6/19/19,41.3,24,0,,20,,107.1, ,68, ,13,,0,G,1008.9,24,999.9,,930.8,24,89,24,10,24,5.1,24
72381023114,"EDWARDS AFB, CA US",34.9,-117.86667,704.4,6/19/19,46.6,24,0,,29.9,,103.3, ,63.7, ,25.1,,0,I,1009.4,23,999.9,,930.6,24,84.7,24,49.2,24,9.1,24
